Curah Hujan,Suhu,Debit
0.394225,28.8,10.938
1.813809,28.8,11.322
4.74589,28.8,2.293389
5.657679,28.8,11.9168
1.356868,28.8,2.293389
0,28.8,0.810836
0,28.8,12.582
0,28.8,11.132
0,28.8,11.917
0,28.8,11.305
0,28.8,10.127
0,28.8,9.781
0,28.8,9.234
0,28.8,8.982
0,28.8,8.852
0,28.8,8.452
0,28.8,7.655
0,28.8,7.042
0,28.8,7.119
0,28.8,7.196
0,28.8,7.042
0,28.8,6.803
5.278964,28.8,6.623
12.90249,28.8,6.486684
1.079917,28.8,0.810836
3.80383,28.8,8.071
1.446709,29.2,2.293389
4.433797,29.2,2.293389
1.916111,29.2,4.213225
1.974404,29.2,0.810836
0,29.2,6.486684
6.495689,29.2,2.293389
6.027546,29.2,6.486684
0,29.2,0.810836
0,29.2,9.175
0,29.2,9.097
3.798338,29.2,9.019
0,29.2,9.104
1.414086,29.2,9.024
0,29.2,6.856
2.279003,29.2,8.072
5.787356,29.2,2.293389
2.119593,29.2,0.810836
0,29.2,10.872
2.354866,29.2,8.982
0.037932,29.2,8.852
0,29.2,6.497
0,29.2,6.589
0,29.2,6.015
0,29.2,5.561
0,29.2,5.436
0,29.2,5.622
1.139501,29.2,6.537
0.630727,29.2,6.698
0.238674,29.2,5.372
0,29.2,5.243
0,29.2,4.541
0,29,4.246
0,29,4.453
0,29,5.023
0,29,5.142
0,29,4.091
0,29,4.361
0.394225,29,4.081
0.379317,29,4.446
4.831526,29,9.175
20.96735,29,107.4961
6.385967,29,25.64087
0.456479,29,2.293389
5.834664,29,11.9168
0,29,9.065417
7.326225,29,21.89256
0.713155,29,11.9168
0.351636,29,6.486684
0.281309,29,4.213225
0.037932,29,2.293389
5.949503,29,18.34711
2.908428,29,11.9168
2.883419,29,9.065417
3.548039,29,18.34711
1.34142,29,11.9168
0,29,11.9168
0,29,9.065417
0,29,6.486684
0,29,12.51
0,29,5.243
0,29,4.541
14.76474,28.5,4.246
0.197113,28.5,4.453
0.255802,28.5,5.023
0.029345,28.5,7.548
0.238674,28.5,6.163
0,28.5,5.847
0,28.5,5.337
0,28.5,5.156
0,28.5,5.476
0,28.5,8.618
0,28.5,8.741
0,28.5,8.785
0.06762,28.5,8.505
12.55478,28.5,8.591
1.806872,28.5,6.549
10.97628,28.5,6.565
0.058689,28.5,6.638
2.729519,28.5,7.019
0,28.5,6.428
0.905116,28.5,6.321
0,28.5,6.21
0,28.5,6.505
0,28.5,5.103
0.261909,28.5,5.193
2.983678,28.5,9.583
6.043946,28.5,6.487
3.592749,28.5,9.065
1.675184,28.5,11.917
4.059173,28.5,9.065
21.27906,28.5,25.64
2.231761,28.5,15.01688
21.37169,28.4,33.7058
4.875297,28.4,18.34711
14.96517,28.4,25.64087
2.763405,28.4,11.9168
6.681117,28.4,18.34711
12.1767,28.4,21.89256
7.168872,28.4,18.34711
13.82706,28.4,25.64087
40.54537,28.4,112.9964
19.37844,28.4,56.83373
8.732836,28.4,51.89347
5.013813,28.4,47.10529
29.50505,28.4,67.15265
22.32504,28.4,95.3344
4.064641,28.4,61.92151
14.88672,28.4,51.89347
35.55548,28.4,95.3344
6.497816,28.4,61.92151
5.162586,28.4,51.89347
5.744423,28.4,56.83373
1.665611,28.4,51.89347
10.09265,28.4,51.89347
15.16781,28.4,67.15265
18.9912,28.4,42.47416
5.803108,28.4,51.89347
6.051991,28.4,51.89347
19.44499,28.4,72.52334
0.103946,28.4,67.15265
21.99788,28.4,51.893
26.38137,28.4,72.52334
2.670637,28,47.10529
11.80238,28,51.893
32.71248,28,107.4961
26.77127,28,95.3344
2.731223,28,67.15265
8.236548,28,72.52334
5.28269,28,67.15265
1.331331,28,25.64087
1.677464,28,25.64
7.058142,28,29.581
9.818201,28,51.89347
0.14078,28,25.64087
17.38879,28,72.52334
17.13107,28,67.15265
9.58263,28,61.92151
11.82785,28,72.52334
19.64466,28,83.66943
28.75455,28,72.52334
8.650709,28,72.523
4.063667,28,51.893
3.663597,28,29.581
19.31047,28,72.523
6.040229,28,61.921
3.003231,28,33.7058
3.848851,28,51.89347
5.182814,28,25.64087
2.207831,28,25.64087
11.74928,28,29.58161
3.081774,28,25.64087
21.04844,28,46.70413
7.512974,28,53.96943
43.44457,27.8,110.8486
5.129279,27.8,10.72512
0.931403,27.8,21.62965
0.638526,27.8,22.39048
0,27.8,65.271
17.37675,27.8,62.62671
1.045957,27.8,13.5152
74.96846,27.8,154.2012
15.14469,27.8,2.06405
32.4648,27.8,92.3405
0.538836,27.8,14.9562
20.75931,27.8,11.9916
3.86626,27.8,37.49895
42.5083,27.8,8.7156
20.98675,27.8,8.1756
38.99238,27.8,7.1703
40.10225,27.8,7.1703
59.45996,27.8,126.1476
30.02148,27.8,86.1896
1.035894,27.8,22.29889
9.424019,27.8,54.17689
0.528877,27.8,23.23948
5.562816,27.8,2.06405
14.78379,27.8,61.12925
20.40835,27.8,5.838016
7.712747,27.8,23.07678
12.01069,27.8,75.30248
14.30432,27.8,65.271
8.222379,27.8,51.62509
0.894961,27.8,85.80096
5.088058,27.8,65.271
0.510347,28.75,55.72936
0.217805,28.75,17.23718
2.904521,28.75,2.06405
20.13353,28.75,67.99314
36.83721,28.75,102.256
7.187951,28.75,10.72512
11.81853,28.75,57.0659
13.86454,28.75,23.07678
12.54927,28.75,65.271
8.692827,28.75,53.72938
1.700631,28.75,27.15258
5.759551,28.75,46.65232
1.547456,28.75,108.1216
12.20512,28.75,58.66484
10.8897,28.75,57.09825
0.985563,28.75,26.62345
3.596632,28.75,38.13386
5.30169,28.75,44.27691
0.532038,28.75,21.76482
6.688605,28.75,35.35497
0.897368,28.75,119.9105
1.823526,28.75,65.271
14.52796,28.75,60.08777
13.13922,28.75,58.10613
10.93461,28.75,56.42866
1.598375,28.75,96.74651
1.192571,28.75,85.80096
1.862223,28.75,132.0992
7.58352,28.7,50.48828
39.31972,28.7,46.70413
8.204957,28.7,51.90969
3.37942,28.7,132.0992
3.7763,28.7,119.9105
17.09792,28.7,64.95051
24.49697,28.7,89.00822
38.11463,28.7,103.7585
19.01525,28.7,75.30248
11.79008,28.7,65.271
9.372749,28.7,54.98167
40.54897,28.7,108.3579
46.80513,28.7,113.5488
22.43776,28.7,85.80096
4.968869,28.7,43.34774
3.391961,28.7,46.70413
18.44579,28.7,30.33522
20.09423,28.7,68.06524
16.98672,28.7,65.40959
36.02481,28.7,75.30248
19.9268,28.7,108.1216
8.078689,28.7,54.36776
31.18453,28.7,89.62145
12.40568,28.7,30.33522
14.13636,28.7,62.02972
19.17453,28.7,65.99793
5.099687,28.7,41.68383
2.113491,28.7,29.9049
0.318231,28.7,42.39476
13.74107,28.7,61.12522
7.867618,28.7,52.62883
0.618567,28.9,132.0992
1.753202,28.9,56.32481
3.925984,28.9,85.80096
0.276671,28.9,18.38118
3.604157,28.9,38.0823
2.950968,28.9,36.24953
6.64465,28.9,47.40714
2.243419,28.9,38.22675
9.453869,28.9,46.70413
0,28.9,14.93911
5.597793,28.9,23.07678
8.615058,28.9,52.01228
0.87513,28.9,21.78218
6.048858,28.9,46.16131
5.343585,28.9,65.271
14.13697,28.9,75.30248
0.296405,28.9,21.01981
25.89817,28.9,75.958
2.733685,28.9,35.14392
13.15393,28.9,58.56836
8.108849,28.9,50.83657
2.010436,28.9,30.14792
9.604955,28.9,54.48771
2.579563,28.9,5.838016
3.548028,28.9,10.72512
6.02589,28.9,65.271
12.81176,28.9,23.07678
0.168941,28.9,16.5124
1.085753,28.9,5.838016
0.058689,28.9,10.72512
0.381481,28.55,5.838016
2.643768,28.55,3.791903
9.757203,28.55,55.66921
8.108898,28.55,13.5152
3.339105,28.55,34.77843
10.87036,28.55,57.48113
4.80347,28.55,46.70413
0,28.55,16.5124
4.884547,28.55,43.19647
1.688719,28.55,16.5124
11.95847,28.55,10.72512
0,28.55,17.95181
0.24222,28.55,5.838016
0,28.55,2.06405
0.743589,28.55,18.3105
15.71628,28.55,19.3167
3.309833,28.55,23.07678
7.781276,28.55,10.72512
13.38847,28.55,60.35873
2.95669,28.55,36.65183
0,28.55,65.271
0,28.55,16.5124
0.900917,28.55,24.53241
1.098254,28.55,23.21598
3.950284,28.55,46.70413
11.93505,28.55,119.9105
2.464062,28.55,32.48779
0,28.55,18.70515
0,28.55,17.75695
35.03427,28.55,38.22675
3.20077,28.55,23.07678
1.774014,26.1,28.58582
1.6746,26.1,29.02981
6.504509,26.1,0.729752
11.75796,26.1,57.0049
0.448684,26.1,0.729752
0.560855,26.1,18.4176
0,26.1,18.099
4.352964,26.1,39.80657
2.019078,26.1,30.59768
7.857782,26.1,51.42237
7.990638,26.1,51.56788
3.640585,26.1,37.76385
2.26844,26.1,30.73627
2.786699,26.1,31.74816
18.37826,26.1,64.38997
4.945391,26.1,46.59338
11.03014,26.1,9.4086
17.8519,26.1,8.5563
0,26.1,9.3717
0.591338,26.1,21.09531
0,26.1,9.6849
0,26.1,16.29963
0.608698,26.1,7.4979
1.576901,26.1,7.4979
3.375242,26.1,36.17309
0,26.1,17.73079
0,26.1,16.97743
0.238674,26.1,6.0462
2.073263,26.1,6.0462
0.591338,26.1,22.05997
8.439526,28.8,5.6538
0.168569,28.8,5.5467
2.014958,28.8,6.0111
3.946311,28.8,6.2784
0.499155,28.8,22.59867
0.591338,28.8,6.4125
0,28.8,5.8509
0,28.8,16.33856
0.591338,28.8,6.6708
0.914013,28.8,24.03404
0.163108,28.8,6.8247
4.949759,28.8,43.24265
0.487995,28.8,18.38117
0.591338,28.8,7.9578
0,28.8,5.742
0.871993,28.8,24.71097
0,28.8,16.82114
0,28.8,18.32019
0,28.8,7.1343
0,28.8,6.8634
0,28.8,18.62356
1.72541,28.8,28.30785
0,28.8,5.2128
0,28.8,16.24454
0.75097,28.8,22.71524
0,28.8,5.6871
0,28.8,5.3946
0,28.8,15.52486
0,28.8,5.5134
0,28.8,5.5728
0,28.8,5.5134
6.28958,25.35,5.274
0,25.35,17.68906
0,25.35,5.3991
0,25.35,18.29132
0.394225,25.35,20.618
0.058689,25.35,4.3839
0,25.35,16.70432
0,25.35,18.75365
0.039257,25.35,23.07678
2.759578,25.35,34.68603
11.59916,25.35,9.1971
9.061994,25.35,54.29692
6.447355,25.35,18.5508
2.424543,25.35,34.03164
0.300747,25.35,19.11443
0,25.35,8.4501
0.029345,25.35,14.33015
0,25.35,16.98503
0,25.35,6.3612
0,25.35,19.05813
0.208624,25.35,4.8834
0,25.35,17.1907
0,25.35,18.05969
0.058689,25.35,4.6755
0.318747,25.35,20.07532
0.394225,25.35,20.38013
0,25.35,4.8834
1.809621,25.35,31.21732
0,25.35,16.4165
2.105778,25.35,30.30958
0.796352,25.35,21.91421
1.106682,29,22.74259
0,29,15.85202
1.216445,29,5.2128
1.645594,29,4.4586
1.005819,29,4.3065
3.304801,29,3.7296
17.1184,29,63.96807
9.20923,29,3.9879
12.57345,29,3.8187
13.66399,29,3.7305
0,29,15.26547
3.292267,29,3.9879
0,29,4.6044
2.137941,29,32.30352
0,29,18.21346
0,29,17.98291
0,29,18.65362
0.503386,29,4.3839
8.528366,29,4.8159
11.02774,29,57.53192
0.753999,29,4.4469
0.357534,29,3.6621
1.579605,29,3.7134
0,29,3.9879
0.788451,29,23.46851
0,29,18.52255
0,29,3.5361
0.394225,29,19.47225
5.406894,29,4.0203
15.17291,29,61.83131
12.01935,26.3,5.8869
22.33834,26.3,3.1725
6.106761,26.3,47.65482
9.597722,26.3,2.9187
18.38371,26.3,65.58009
4.384517,26.3,3.1068
15.20059,26.3,60.95038
16.57149,26.3,3.1536
16.89307,26.3,3.7305
3.697162,26.3,38.56236
13.50913,26.3,3.3912
3.112558,26.3,35.26214
0.394225,26.3,20.74348
9.309081,26.3,23.07678
27.08729,26.3,80.62956
6.607081,26.3,47.56422
5.24058,26.3,44.24671
5.36624,26.3,43.99101
7.538564,26.3,50.96599
5.719919,26.3,46.49703
9.941913,26.3,5.838016
23.46223,26.3,5.838016
27.17491,26.3,8.1216
46.14415,26.3,113.9195
21.85866,26.3,71.19327
4.569874,26.3,41.87592
0,26.3,5.838016
0,26.3,17.96091
0,26.3,17.09803
3.548028,26.3,38.22675
2.082709,26.3,30.34764
6.423487,27.6,45.81823
4.892959,27.6,42.50277
19.924,27.6,65.25255
13.46209,27.6,59.99823
11.85583,27.6,2.06405
6.044222,27.6,46.49876
3.702066,27.6,0.729752
1.333612,27.6,24.94054
16.4633,27.6,5.838016
8.998666,27.6,52.00614
6.969223,27.6,47.89004
11.74883,27.6,5.838016
29.20962,27.6,10.72512
14.65185,27.6,60.81788
9.682932,27.6,56.34962
33.70344,27.6,23.07678
5.042094,27.6,5.838016
0.112171,27.6,5.838016
17.71064,27.6,65.05396
6.823688,27.6,38.22675
41.29528,27.6,109.3738
11.51264,27.6,10.72512
14.68098,27.6,61.40429
14.47695,27.6,60.19196
28.58974,27.6,65.271
20.77161,27.6,69.04925
34.03555,27.6,96.26076
2.799195,27.6,34.78447
3.647974,27.6,55.72936
1.182676,27.6,38.22675
1.971127,27.55,16.5124
1.352178,27.55,25.11179
6.209588,27.55,46.70413
16.9545,27.55,62.40562
9.950214,27.55,54.6375
3.282019,27.55,35.93089
7.405202,27.55,52.75791
0,27.55,14.87758
14.84699,27.55,61.50377
14.48219,27.55,51.32738
13.63013,27.55,108.1216
25.35666,27.55,77.2242
20.14936,27.55,66.3361
7.986558,27.55,55.72936
12.28074,27.55,58.95604
15.78276,27.55,63.40309
0,27.55,20.09762
0,27.55,18.37959
17.8198,27.55,10.72512
26.72134,27.55,79.62315
4.126493,27.55,3.791903
24.22299,27.55,75.97653
10.85483,27.55,57.68324
10.75785,27.55,5.838016
29.20094,27.55,87.749
20.29823,27.55,66.40479
87.42173,27.55,153.2864
6.972285,27.55,48.76451
0,27.55,18.31911
5.91338,27.55,61.92151
10.28275,27.55,52.04592
49.93387,28.9,114.9198
0.380008,28.9,16.55298
0.636619,28.9,19.34968
2.147194,28.9,33.25387
0,28.9,12.18626
0.169026,28.9,21.89256
0,28.9,25.64087
0,28.9,9.932713
1.772427,28.9,29.24239
0,28.9,25.64087
0.065243,28.9,18.34711
0.324719,28.9,16.96919
7.380146,28.9,38.00562
13.02828,28.9,56.88338
19.27174,28.9,70.55126
20.28633,28.9,72.52334
0.165282,28.9,83.66943
11.86062,28.9,51.89347
2.419923,28.9,34.72993
6.616688,28.9,33.7058
2.795476,28.9,67.15265
6.249124,28.9,50.19683
4.020028,28.9,51.89347
11.17424,28.9,53.75527
13.49716,28.9,55.68303
3.476605,28.9,56.83373
2.670378,28.9,45.93437
13.44196,28.9,55.81025
3.307707,28.9,38.60733
11.1303,28.9,71.11428
10.04756,28.9,72.52334
0.997851,27.99,23.79801
0,27.99,29.58161
7.151517,27.99,51.54592
0.238064,27.99,15.59537
0.92236,27.99,21.05908
8.727776,27.99,59.43679
4.220035,27.99,107.4961
3.832311,27.99,95.3344
3.364118,27.99,59.39103
4.139335,27.99,43.76355
7.255516,27.99,50.95524
0.772016,27.99,89.4385
0.120009,27.99,107.4961
1.119308,27.99,72.52334
0.032477,27.99,83.66943
2.868308,27.99,61.92151
1.566944,27.99,72.52334
0.000153,27.99,10.90977
0.041756,27.99,67.15265
0,27.99,29.5711
5.881875,27.99,49.84156
4.982132,27.99,47.54315
13.20805,27.99,54.33848
15.4819,27.99,72.52334
4.27939,27.99,45.71628
1.978673,27.99,56.83373
77.703,27.99,154.1301
10.44452,27.99,72.52334
31.52055,29.49,95.3344
19.37908,29.49,68.73632
12.05804,29.49,53.51651
11.34049,29.49,107.4961
3.385769,29.49,40.37294
0.548023,29.49,19.33802
0.591312,29.49,72.52334
0.596167,29.49,17.48447
1.060238,29.49,23.26699
0,29.49,11.09538
0,29.49,25.64087
6.540029,29.49,29.58161
2.391868,29.49,25.64087
0.356531,29.49,42.47416
7.759236,29.49,56.83373
1.092875,29.49,24.82983
3.441188,29.49,41.17989
3.808986,29.49,33.7058
4.508914,29.49,43.52927
2.859291,29.49,25.64087
1.346794,29.49,42.47416
5.714248,29.49,49.04907
17.8052,29.49,72.52334
6.324096,29.49,51.89347
0,29.49,67.15265
5.644616,29.49,50.26667
19.9523,29.49,67.15265
0.012071,29.49,42.47416
0,29.49,9.714309
13.42181,29.49,61.92151
0.75355,29.49,20.05731
3.417272,28.86,72.52334
6.463908,28.86,50.66139
0.8242,28.86,38.00562
3.900278,28.86,42.65351
2.016002,28.86,25.64087
0,28.86,13.0618
0,28.86,11.90629
2.785642,28.86,38.00562
2.06106,28.86,21.89256
0.163523,28.86,14.01526
0.642888,28.86,33.7058
5.1628,28.86,47.08253
0.512291,28.86,18.39893
0,28.86,11.49841
3.835461,28.86,42.23635
5.701843,28.86,47.7813
0.169739,28.86,13.56285
0.078515,28.86,13.18866
6.14154,28.86,50.13303
0.201635,28.86,15.08536
0.448684,28.86,21.89256
3.706031,28.86,38.00562
2.075666,28.86,33.7058
0.378615,28.86,42.47416
5.425661,28.86,46.99955
0.334188,28.86,16.84367
1.591502,28.86,51.89347
2.939887,28.86,38.48866
19.56019,28.86,51.89347
5.67461,28.86,38.00562
1.051564,29.17,29.58161
15.45882,29.17,51.89347
23.96123,29.17,56.83373
22.32472,29.17,79.61008
7.984348,29.17,72.52334
0,29.17,12.51091
30.92551,29.17,61.92151
0.515287,29.17,17.67614
0.773115,29.17,21.22846
0,29.17,11.19585
0.077843,29.17,18.34711
0,29.17,15.01688
0,29.17,11.9168
0,29.17,12.91194
0.078515,29.17,13.5474
0,29.17,4.213225
0,29.17,11.51818
0,29.17,9.065417
0,29.17,10.77484
0,29.17,0.810836
0,29.17,12.20972
0,29.17,0.810836
1.396556,29.17,0.810836
0,29.17,12.13513
0,29.17,12.5422
0,29.17,13.511
0,29.17,13.168
0,29.17,9.989053
0,29.17,11.79922
0,29.17,0.810836
0.81818,29.17,20.30967
0.029345,28.81,0.810836
0,28.81,0.810836
0.390066,28.81,14.93593
5.704646,28.81,48.92019
4.810035,28.81,13.446
2.931047,28.81,38.48643
0,28.81,11.45097
0,28.81,13.635
0,28.81,12.03281
2.144847,28.81,9.065417
0,28.81,10.70572
0,28.81,18.34711
0,28.81,12.45817
0,28.81,10.71309
0,28.81,10.827
0,28.81,12.65983
0,28.81,10.32468
0.293447,28.81,14.97312
0,28.81,10.66908
0,28.81,11.34534
0,28.81,12.46877
0,28.81,4.213225
0,28.81,6.486684
0.028858,28.81,4.213225
0.821071,28.81,9.065417
0.536301,28.81,17.52404
0.057715,28.81,11.60899
0,28.81,8.501
3.001935,28.81,6.486684
2.246586,28.81,9.065417
2.83534,24.01,36.67671
1.381857,24.01,9.065417
1.774014,24.01,27.89047
21.54972,24.01,75.41095
16.17716,24.01,18.34711
25.8167,24.01,82.961
10.69924,24.01,4.213225
19.04134,24.01,69.84547
3.844132,24.01,42.9551
0,24.01,12.30777
0.039257,24.01,13.65402
2.602219,24.01,6.217
0,24.01,12.39956
0,24.01,11.74322
0,24.01,11.6577
0,24.01,11.25511
0,24.01,5.743
0,24.01,10.92911
0,24.01,12.79125
0,24.01,6.486684
0,24.01,13.26587
0,24.01,6.486684
0,24.01,12.78741
0,24.01,8.307
0,24.01,8.033
0,24.01,8.072
0,24.01,8.452
0,24.01,8.501
0,24.01,2.293389
0.146723,24.01,6.486684
0,24.01,10.64477
0,24.26,11.03514
0,24.26,6.486684
0,24.26,7.626
0,24.26,10.24485
0,24.26,12.76439
0,24.26,7.009
0,24.26,7.019
0,24.26,7.9805
0,24.26,11.57422
0,24.26,12.40213
0,24.26,7.2525
0,24.26,11.31986
0,24.26,11.51812
0,24.26,6.9265
0,24.26,7.0455
0,24.26,10.99833
0,24.26,6.4685
0,24.26,12.73125
0,24.26,11.33733
0,24.26,12.34544
0,24.26,11.58322
0,24.26,13.53704
0,24.26,5.721
0,24.26,12.25013
0,24.26,5.119
0.897368,24.26,5.077
0,24.26,10.87039
0,24.26,12.64561
0,24.26,11.76805
0,24.26,4.243
0,24.26,12.70864
0,24.93,10.94721
0,24.93,12.22454
0,24.93,12.82023
0,24.93,10.74106
0,24.93,12.80012
0,24.93,4.797
0,24.93,12.73217
0,24.93,4.111
0,24.93,11
0,24.93,3.992
0,24.93,3.882
1.341792,24.93,3.701
0,24.93,12.26245
0,24.93,3.872
0,24.93,3.726
0,24.93,10.67411
0.074064,24.93,3.701
0.074064,24.93,10.2425
0,24.93,11.63181
0,24.93,3.248
0,24.93,11.27222
0,24.93,3.449
0,24.93,12.04335
0,24.93,10.58244
0,24.93,3.353
0,24.93,11.42294
0,24.93,3.197
0.638526,24.93,3.106
0,24.93,3.167
0,24.93,3.053
0.156893,26.7,12.29229
0,26.7,3.248
0.279272,26.7,15.3275
0,26.7,11.43258
0,26.7,3.428
8.348472,26.7,52.8415
0,26.7,3.516
7.103797,26.7,51.65767
0,26.7,2.891
0,26.7,13.31848
0,26.7,6.255
3.249689,26.7,38.62766
0.031779,26.7,11.70842
0,26.7,12.93903
0,26.7,12.77401
0,26.7,3.779
0,26.7,11.25267
0,26.7,7.7209
2.405379,26.7,34.15788
0,26.7,9.492495
1.796585,26.7,3.106
4.858485,26.7,3.053
1.894515,26.7,29.84134
2.011889,26.7,32.56075
0.921254,26.7,3.106
0,26.7,4.243
0,26.7,10.29049
0,26.7,10.82584
1.32821,26.7,27.03665
0.514212,26.7,28.204
5.671494,26.7,16.51857
3.414631,27.2,39.76036
0.671681,27.2,20.18183
4.778732,27.2,45.97388
0,27.2,13.38651
0,27.2,20.18183
0,27.2,24.08182
0,27.2,20.18183
1.458223,27.2,24.63626
2.548258,27.2,35.05904
6.946225,27.2,62.5171
1.076785,27.2,57.08282
2.971441,27.2,51.81582
5.75515,27.2,48.94763
7.279759,27.2,104.8678
0,27.2,10.43823
0,27.2,57.08282
0,27.2,10.95912
1.013413,27.2,68.11366
0,27.2,57.08282
1.565486,27.2,62.5171
1.97829,27.2,30.40491
2.960402,27.2,57.08282
0.994712,27.2,21.89795
7.703194,27.2,46.72158
0,27.2,57.08282
5.966796,27.2,50.4156
8.54633,27.2,51.43161
3.290551,27.2,38.99973
14.22519,27.2,56.83916
7.985083,27.2,51.81636
0.883167,26.7,51.81582
0.025221,26.7,11.35597
0.132793,26.7,13.44162
4.341162,26.7,45.6999
0,26.7,73.86792
0.864826,26.7,79.77567
8.072521,26.7,50.95912
0,26.7,11.65795
0.029345,26.7,28.204
0,26.7,32.5391
4.868042,26.7,45.5771
5.444757,26.7,28.20496
0.212327,26.7,15.28042
5.075446,26.7,46.91136
0,26.7,68.11366
0,26.7,79.77567
0,26.7,92.03637
0,26.7,79.77567
0,26.7,79.7753
0,26.7,57.0823
3.381465,26.7,32.5391
0,26.7,79.7753
0,26.7,68.1131
8.403881,26.7,37.07638
3.822509,26.7,41.57969
6.825209,26.7,28.20496
